model,family,scope,a,b,case,outcome,n_matched,win,loss,tie,n_disc,p,testable,p_holm
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk200_hybrid,C,answered_grounded_correct,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk500_bm25,C,answered_grounded_correct,1,0,1,0,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk500_dense,C,answered_grounded_correct,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk500_hybrid,C,answered_grounded_correct,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_hybrid,chunk500_bm25,C,answered_grounded_correct,2,0,1,1,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_hybrid,chunk500_dense,C,answered_grounded_correct,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_hybrid,chunk500_hybrid,C,answered_grounded_correct,3,0,1,2,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk500_bm25,chunk500_dense,C,answered_grounded_correct,3,1,0,2,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk500_bm25,chunk500_hybrid,C,answered_grounded_correct,3,1,1,1,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk500_dense,chunk500_hybrid,C,answered_grounded_correct,4,0,1,3,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk200_dense,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk200_hybrid,C,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk500_bm25,C,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk500_dense,C,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk500_hybrid,C,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk200_hybrid,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk500_bm25,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk500_dense,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk500_hybrid,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_hybrid,chunk500_bm25,C,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_hybrid,chunk500_dense,C,answered_grounded_offtarget,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_hybrid,chunk500_hybrid,C,answered_grounded_offtarget,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk500_bm25,chunk500_dense,C,answered_grounded_offtarget,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk500_bm25,chunk500_hybrid,C,answered_grounded_offtarget,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk500_dense,chunk500_hybrid,C,answered_grounded_offtarget,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk200_dense,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk200_hybrid,C,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk500_bm25,C,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk500_dense,C,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_bm25,chunk500_hybrid,C,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk200_hybrid,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk500_bm25,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk500_dense,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_dense,chunk500_hybrid,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_hybrid,chunk500_bm25,C,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_hybrid,chunk500_dense,C,answered_ungrounded,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk200_hybrid,chunk500_hybrid,C,answered_ungrounded,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk500_bm25,chunk500_dense,C,answered_ungrounded,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk500_bm25,chunk500_hybrid,C,answered_ungrounded,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,comparative (n=11),chunk500_dense,chunk500_hybrid,C,answered_ungrounded,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk200_dense_enriched,B,abstained,17,1,1,15,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk200_hybrid_enriched,B,abstained,19,3,1,15,4,0.625,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_bm25_enriched,B,abstained,25,2,3,20,5,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_dense_enriched,B,abstained,19,5,1,13,6,0.21875,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_hybrid_enriched,B,abstained,19,2,2,15,4,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk200_hybrid_enriched,B,abstained,17,1,0,16,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_bm25_enriched,B,abstained,18,1,1,16,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_dense_enriched,B,abstained,17,2,0,15,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_hybrid_enriched,B,abstained,16,1,0,15,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_bm25_enriched,B,abstained,19,1,2,16,3,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_dense_enriched,B,abstained,17,2,0,15,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,abstained,16,1,0,15,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_bm25_enriched,chunk500_dense_enriched,B,abstained,19,4,0,15,4,0.125,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_bm25_enriched,chunk500_hybrid_enriched,B,abstained,21,1,0,20,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_dense_enriched,chunk500_hybrid_enriched,B,abstained,18,0,2,16,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk200_dense_enriched,B,answered_grounded_correct,17,1,0,16,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk200_hybrid_enriched,B,answered_grounded_correct,19,0,1,18,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_bm25_enriched,B,answered_grounded_correct,25,2,0,23,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_correct,19,3,2,14,5,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,19,2,0,17,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk200_hybrid_enriched,B,answered_grounded_correct,17,0,2,15,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_bm25_enriched,B,answered_grounded_correct,18,1,1,16,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_dense_enriched,B,answered_grounded_correct,17,1,1,15,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,16,0,0,16,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_bm25_enriched,B,answered_grounded_correct,19,2,0,17,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_dense_enriched,B,answered_grounded_correct,17,3,1,13,4,0.625,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,16,2,0,14,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_correct,19,1,2,16,3,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,21,1,1,19,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,18,1,1,16,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk200_dense_enriched,B,answered_grounded_offtarget,17,1,2,14,3,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk200_hybrid_enriched,B,answered_grounded_offtarget,19,3,2,14,5,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_bm25_enriched,B,answered_grounded_offtarget,25,1,2,22,3,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,19,2,5,12,7,0.453125,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,19,1,3,15,4,0.625,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk200_hybrid_enriched,B,answered_grounded_offtarget,17,3,0,14,3,0.25,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_bm25_enriched,B,answered_grounded_offtarget,18,1,1,16,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,17,1,1,15,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,16,0,1,15,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_bm25_enriched,B,answered_grounded_offtarget,19,0,3,16,3,0.25,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,17,0,3,14,3,0.25,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,16,0,4,12,4,0.125,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,19,2,3,14,5,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,21,0,1,20,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,18,2,2,14,4,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk200_dense_enriched,B,answered_ungrounded,17,0,0,17,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk200_hybrid_enriched,B,answered_ungrounded,19,0,2,17,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_bm25_enriched,B,answered_ungrounded,25,0,0,25,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_dense_enriched,B,answered_ungrounded,19,0,2,17,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,19,0,0,19,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk200_hybrid_enriched,B,answered_ungrounded,17,0,2,15,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_bm25_enriched,B,answered_ungrounded,18,0,0,18,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_dense_enriched,B,answered_ungrounded,17,0,2,15,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,16,0,0,16,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_bm25_enriched,B,answered_ungrounded,19,2,0,17,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_dense_enriched,B,answered_ungrounded,17,0,1,16,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,16,1,0,15,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_bm25_enriched,chunk500_dense_enriched,B,answered_ungrounded,19,0,2,17,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_bm25_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,21,0,0,21,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_dense_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,18,2,0,16,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk200_dense_enriched,C,abstained,10,1,0,9,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk200_hybrid_enriched,C,abstained,11,1,0,10,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_bm25_enriched,C,abstained,7,0,0,7,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_dense_enriched,C,abstained,10,1,0,9,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_hybrid_enriched,C,abstained,10,1,0,9,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk200_hybrid_enriched,C,abstained,18,1,0,17,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_bm25_enriched,C,abstained,9,0,1,8,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_dense_enriched,C,abstained,17,0,0,17,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_hybrid_enriched,C,abstained,16,1,0,15,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_bm25_enriched,C,abstained,9,0,0,9,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_dense_enriched,C,abstained,16,0,0,16,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,abstained,15,1,0,14,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_bm25_enriched,chunk500_dense_enriched,C,abstained,8,0,0,8,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_bm25_enriched,chunk500_hybrid_enriched,C,abstained,10,2,0,8,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_dense_enriched,chunk500_hybrid_enriched,C,abstained,16,1,1,14,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk200_dense_enriched,C,answered_grounded_correct,10,0,1,9,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk200_hybrid_enriched,C,answered_grounded_correct,11,0,1,10,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_bm25_enriched,C,answered_grounded_correct,7,0,0,7,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_correct,10,0,1,9,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,10,0,0,10,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk200_hybrid_enriched,C,answered_grounded_correct,18,0,1,17,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_bm25_enriched,C,answered_grounded_correct,9,0,0,9,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_dense_enriched,C,answered_grounded_correct,17,0,0,17,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,16,0,0,16,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_bm25_enriched,C,answered_grounded_correct,9,0,0,9,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_dense_enriched,C,answered_grounded_correct,16,0,0,16,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,15,0,0,15,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_correct,8,0,0,8,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,10,0,0,10,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,16,1,0,15,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk200_dense_enriched,C,answered_grounded_offtarget,10,0,0,10,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk200_hybrid_enriched,C,answered_grounded_offtarget,11,0,0,11,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_bm25_enriched,C,answered_grounded_offtarget,7,0,0,7,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,10,0,0,10,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,10,0,0,10,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk200_hybrid_enriched,C,answered_grounded_offtarget,18,0,0,18,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_bm25_enriched,C,answered_grounded_offtarget,9,1,0,8,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,17,0,0,17,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,16,0,0,16,0,,False,
